씬ID(sceneId),대사순서(order),강조캐릭터(activeCharacters),말하는캐릭터(speaker),대사텍스트(text),명령어(command)
scene16_c_a,1,liszt,liszt,결국 예술이라는 건 '미래' 를 향해야 합니다. 어떤 의미에서는 우리의 현실이 도달하지 못한 이상을 향해야 하죠.,
scene16_c_a,2,liszt,liszt,그런 의미에서 나와 같은 예술가들은 미래를 향해 미리 달려가고 있는 선구자들이 되어야만 합니다.,
scene16_c_a,3,liszt,liszt,"뭐, 그렇게 거창하게 이야기를 한다고 해도 아직은 나 또한 대중 앞에서 연주하는 원숭이에 지나지 않지만 말이죠.",
scene16_c_a,4,,narrator,그렇게 말하는 리스트의 얼굴에는 일순 씁쓸한 기색이 스쳤다.,
scene16_c_a_choice,1,,narrator,그 화려한 얼굴에 스친 무력감과 고독은 위태로운 분위기를 자아내며 시선을 더욱 강하게 잡아끌었다.,
scene16_c_a_a,1,liszt,liszt,"그렇게 된다면 정말 좋겠죠. 하지만 대중의 인정이 그렇게 의미가 있을지… 흠, 잘 모르겠습니다.",
scene16_c_a_c,1,liszt,liszt,고마워요. 그런 말은 처음 들어보네요. ,
scene17_c,1,,narrator,리스트는 약간 어색해진 분위기를 느낀 것인지 과장되게 활기찬 미소를 지으며 어느새 당신의 허리 아래쪽으로 향해 있던 손을 제대로 된 자리로 고친다.,
scene17_c,2,liszt,liszt,이런 이야기는 그만하도록 하죠! 오늘의 경쾌한 분위기에 어울리는 주제는 아니었던 것 같네요.,
scene17_c,3,liszt,liszt,베시에르 양께서는 시마노프스카 부인의 피후견인이라고 하셨죠? ,
scene17_c,4,,me,"네, 그렇죠.",
scene17_c,5,liszt,liszt,"시마노프스카 부인께서도 걱정이 많으시겠더군요, 러시아에서 오래 일하긴 하셨지만 어쨌든 고국은 폴란드니 말이죠.",
scene17_c,6,,me,걱정을 하지 않기는 어려운 상황이죠. 사태가 장기화되지 않기만을 바랄 뿐입니다.,
scene17_c_choice,1,liszt,liszt,"프랑스 내에서도 이번 봉기에 대해 의견이 분분한 것 같던데, 베시에르 양은 이번 봉기에 대해 어떻게 생각하시나요?",
scene17_c_b,1,liszt,liszt,"비록 그곳에 많은 추억이 있다고는 할 수 없지만, 저 또한 헝가리 사람으로서 약소국 국민으로 산다는 것에 대해 고민을 하거든요.",
scene17_c_c,1,liszt,liszt,동의합니다. 어떤 상황에서든 평화적인 해결책이 최우선되어야 인류의 화합이 한 발짝 더 가까워질 테니까요.,
scene17_c_c,2,liszt,liszt,결국에 가장 낮은 곳에서부터 실천하는 차별 없는 사랑이 세계 모든 인류의 행복을 위한 해답이 아닐까 싶습니다. ,
scene18_c,1,liszt,liszt,모쪼록 이곳에 추방되다시피 와 있는 많은 폴란드 사람들이 빠른 시일 내로 고국으로 돌아갈 수 있으면 좋겠네요.,
scene18_c,2,liszt,liszt,모국에서 벗어나 살아가는 감각은 생각보다 유쾌하지 않으니까요. ,
scene18_c,3,,narrator,리스트는 곳곳에 보이는 흰 드레스에 붉은 장식을 단 여자들을 곁눈질로 살펴보았다.,
scene18_c,4,liszt,liszt,"아, 물론 프랑스에서 사는 게 힘들다든가 하는 이야기는 아닙니다! 파리는 반쯤 내 고향이나 다름없으니까요.",
scene18_c,5,,me,확실히 파리에서 산 기간으로만 따지자면 리스트 씨가 저보다 더 파리지앵에 가까우실지도 모르겠네요.,
scene18_c,6,liszt,liszt,그렇게 되는군요. 파리의 맛집이나 책방이라면 속속들이 알고 있으니 언제든 편하게 물어봐 주시기를.,
scene18_c,7,,narrator,리스트는 그렇게 말하며 시원시원하게 걸음을 옮겼다.,
scene18_c,8,,narrator,"그의 움직임은 아주 우아하거나 유려한 것은 아니었지만, 자신감과 대담함이 배어 있었다.",
scene18_c,9,,narrator,"큰 키 덕분일까, 하나하나의 움직임이 눈에 잘 들어왔다.",
scene18_c,10,,narrator,때때로 동작을 틀릴 때조차 가볍고 경쾌한 사과와 화려한 미소 덕에 정신이 팔려 조금도 불쾌한 느낌이 들지 않았다.,
scene18_c,11,,narrator,"반 바퀴를 돌기 위해 걸음을 옮기던 중, 스텝이 꼬여 리스트가 당신의 발을 밟는다.",
scene18_c,12,liszt,liszt,"이런, 미안해요. 밟을 곳도 없는 작은 발을 밟고 나니 마음이 좋지 않네요.",
scene18_c,13,,me,괜… 괜찮아요. ,
scene18_c,14,liszt,liszt,형편없는 파트너라서 미안합니다. 평소에는 저기서 피아노를 치는 역할을 맡다가 춤을 추려 하니 잘 안 되네요.,
scene18_c,15,,narrator,리스트는 멋쩍게 웃으며 신발자국이 살짝 남은 당신의 발을 내려다보았다.,
scene18_c,16,me,me,정말 괜찮아요. 더 형편없는 파트너도 많이 만나봤습니다.,
scene18_c,17,liszt,liszt,아예 다음번에 돌 때는 스텝이 꼬일 일이 없도록 해볼까요?,
scene18_c,18,,me,어떻게 할 계획이신가요?,
scene18_c,19,liszt,liszt,그건 비밀.,
scene18_c,20,,narrator,"리스트는 한쪽 눈을 찡긋해 보이고, 당신은 승낙의 뜻으로 고개를 살짝 끄덕인다.",
scene18_c,21,,narrator,"다시 한 번 턴을 할 순간이 됐을 때, 당신의 몸이 갑자기 공중으로 붕 떠오른다.",
scene18_c,22,,narrator,리스트가 당신을 땅에서 몇 피트 정도 들어올리며 턴을 한 것이었다.,
scene18_c,23,,narrator,동화에서나 나올 법한 극적인 연출에 당신과 리스트에게로 시선이 집중된다. 조금 민망했지만 나쁜 기분은 아니었다.,
scene18_c,24,,narrator,순간 공중에서 내려다본 리스트는 무엇인가 자신을 붙들어매던 것에서 자유로워진 것처럼 즐거운 표정을 짓고 있었다.,
scene18_c,25,,narrator,찰랑거리며 사방으로 흩어지는 금빛 머리카락과 그의 조각처럼 아름다운 얼굴에 피어난 해맑은 미소에 당신 또한 민망함을 잠시 잊는다.,
scene18_c,26,liszt,liszt,"어때요, 이러면 발은 안 밟겠죠?",
scene18_c,27,,me,이게 뭐예요. 매번 이렇게 들어올릴 수도 없잖아요.,
scene18_c,28,liszt,liszt,가끔 박자를 놓칠 것 같을 때 한두번 정도는 써먹을 수 있겠죠.,
scene18_c,29,,narrator,당신은 어이없어하면서 웃었다.,
scene18_c,30,,narrator,"당신과 리스트는 정치, 종교, 사회 문제와 예술에 관한 이야기를 나누며 왈츠를 이어갔다.",
scene18_c,31,,narrator,리스트는 말이 많았고 그의 말은 약간은 장황했다. 하지만 그런 이상론을 듣는 것도 꽤 흥미로운 일이었다.,
scene18_c,32,,narrator,"이따금씩 당신은 리스트의 발을, 리스트는 당신의 발을 밟았지만 몇 번쯤 사과가 반복되다 보니 그것조차도 웃음만을 자아냈다.",
scene18_c_choice,1,,narrator,"이내 음악이 천천히 잦아들고, 당신과 리스트는 춤을 마무리할 준비를 한다.",
scene19_c_a,1,,me,원래 이렇게 모든 사람들에게 가벼운 농담을 던지시나요? 오해를 살 수도 있으니 주의하시는 게 좋아요.,
scene19_c_a,2,liszt,liszt,"파리가 아니라면 어떤 곳에서 이런 농담을 던져보겠나요. 그리고 또 모르는 일이죠, 농담이 아닐지?",
scene19_c_a,3,,narrator,리스트는 당신에게 한쪽 눈을 찡긋했다. 당신은 그런 리스트에게 가볍게 눈을 흘겼다. ,
scene19_c_b,1,liszt,liszt,"아야야, 이거 상처네요. 제가 그 정도로 형편없는 파트너였나요?",
scene19_c_b,2,,me,"최악의 파트너는 아니었다지만, 최고의 파트너였다고도 결코 말 못하겠네요.",
scene19_c_b,3,,me,저는 꽤나 기준이 높은 여자랍니다. 춤으로 저를 유혹하고 싶으시다면 조금은 더 연습을 해오셔야겠어요.,
scene19_c_b,4,liszt,liszt,"흐음, 이거 쉽지 않네요. 알겠습니다. 다음 번에는 베시에르 양을 만족시킬 수 있을 만한 훌륭한 춤꾼이 되어 오도록 하죠.",
scene19_c_b,5,,me,그 유혹하는 농담들을 갈고닦는 시간의 반만 왈츠 추는 데 투자해도 금세 훌륭한 춤꾼이 되실 거예요.,
scene20_c,1,liszt,liszt,유쾌도 하셔라. 방금의 말씀은 제게 또 한 번의 춤을 약속하셨다는 뜻으로 알아듣겠습니다.,
scene20_c,2,,me,좋으실 대로. ,
scene20_c,3,,narrator,"곡이 마무리되고, 박수가 터져나온다. 플로어 위의 커플은 서로 허리를 숙여 예를 표한다.",
scene20_c,4,,narrator,"리스트 또한 허리를 숙이고, 당신도 무릎인사로 답례한다.",
scene20_c,5,,narrator,당신은 리스트의 에스코트를 받아 카드 테이블 근처 무도회장의 가장자리로 향한다.,
scene20_c,6,liszt,liszt,"즐거웠어요, 베시에르 양. 다음 곡도 즐겁게 즐기시기를.",
scene20_c,7,,me,마찬가지입니다. 리스트 씨도 즐거운 무도회 되시기를.,
scene20_c,8,,narrator,당신은 부채질을 하며 방금 전의 일을 되새겨 본다.,
scene20_c,9,,narrator,무도회장 저편에서 방금 전의 파트너를 의자까지 안내하는 멘델스존이 얼핏 보인다.,
scene20_c,10,,narrator,당신은 발끝을 오므렸다가 펴 본다. 한 곡을 추고 돌아온 시마노프스카가 옆자리에 앉는다.,
scene20_c_choice,1,szymanowska,szymanowska,춤추는 건 오랜만이었지? 어땠니?,
scene20_c_a,1,,narrator,다음 번에 만나면 한 곡을 더 출 생각도 있었다. 춤을 잘 추는지와는 별개로 같이 있으면 신이 났다.,
scene21_c,1,,narrator,당신의 답을 들은 시마노프스카가 고개를 천천히 끄덕인다. ,
scene21_c,2,szymanowska,szymanowska,그렇구나. 리스트가 워낙에 소문이 많아서 이상한 짓이라도 했을까 봐 걱정을 좀 했는데 그런 건 아니라니 다행이네.,
scene21_c,3,szymanowska,szymanowska,좀 가벼운 느낌이 있지만 나쁜 애는 아니긴 하지. ,
scene21_c,4,,narrator,"잠깐의 쉬는시간이 지나고, 당신은 카드리유와 마주르카를 춘 뒤 숨을 고른다.",
scene21_c,5,,narrator,두 번째 왈츠가 시작할 차례였다.,
scene22,1,,narrator,당신은 자리에 앉아서 두 번째 왈츠를 추는 커플들을 지켜본다.,
scene12_d,1,,narrator,멘델스존이 다가와 당신에게 손을 내민다. 당신은 그 손을 잡고 자리에서 일어난다.,
scene12_d,2,,narrator,멘델스존이 조심스럽게 당신을 무도회장에서 사람이 그나마 제일 없는 곳으로 인도한다.,
scene12_d,3,,narrator,"플룻이 뮈자르의 선율을 연주했고, 플로어 위 수십 쌍의 남녀가 한꺼번에 움직이기 시작했다.",
scene12_d,4,mendelssohn,mendelssohn,"시마노프스카 부인을 마지막으로 뵀던 게 재작년 괴테 선생님 댁에서였는데, 그때보다도 건강해 보이셔서 다행입니다.",
scene12_d_choice,1,mendelssohn,mendelssohn,부인께 선생님께서도 부인의 안부를 궁금해했다고 전해 주세요.,
scene13_d_choice,1,mendelssohn,mendelssohn,베시에르 양은 혹 괴테 선생님의 소설 가운데 좋아하는 책이 있으신가요?,
scene14_d_a,1,mendelssohn,mendelssohn,"제가 파리에 오기 전 선생님 댁을 거쳐오면서 봤는데, 2부도 출판까지 얼마 남지 않은 모양이었어요.",
scene14_d_a,2,,me,2권도 1권만큼 흥미로운 내용이면 좋겠네요. ,
scene14_d_a,3,mendelssohn,mendelssohn,"글쎄요, 제가 얼핏 본 것에 따르면 스토리보다는 철학적 고찰이 우선되는 내용이 될 것 같더군요.",
scene14_d_a,4,mendelssohn,mendelssohn,물론 저희 재미없는 독일인들은 오히려 좋아하는 스타일입니다만… 프랑스에서도 잘 먹힐지는 모르겠네요.,
scene14_d_a,5,,me,"어머, 재미없는 독일인이라뇨. 모든 독일인이 멘델스존 씨처럼 달변가라면 '재미없는 독일인' 은 형용모순이 될 거예요.",
scene14_d_a,6,mendelssohn,mendelssohn,"하하, 사람을 기분 좋게 하는 재주가 있으시군요. 하지만 이 정도 아부에는 넘어가지 않는답니다.",
scene14_d_a,7,,me,"아부라니요, 솔직한 것도 죄가 되던가요?",
scene14_d_a,8,mendelssohn,mendelssohn,"흐음, 달변은 제가 아니라 베시에르 양이 달변가이신 것 같은데요?",
scene14_d_b,1,,me,"푸른 코트에 노란 조끼, 잘 어울리시겠는데요.",
scene14_d_b,2,mendelssohn,mendelssohn,"하하, 그때 저도 그렇게 생각을 했었는지 없는 용돈을 털어서 그렇게 옷을 지어 입었었죠.",
scene14_d_b,3,,me,다만 베르테르랑 다르게 멘델스존 씨에게는 권총이나 우울감은 잘 어울리지 않을 것 같긴 하네요. ,
scene14_d_b,4,,me,"오늘 처음 뵀으니 확실하게는 말할 수 없다만서도, 미소가 훨씬 잘 어울리는 분 같으셔서요.",
scene14_d_b,5,mendelssohn,mendelssohn,그렇게 보이나요? 다행이군요. 첫인상부터 '우울함이 잘 어울리는 사내' 라고 남는 건 별로 원치 않습니다.,
scene14_d_b_choice,1,mendelssohn,mendelssohn,"낭만주의가 유행하며 많이들 우울하고 병약한 것을 멋이라 생각하는 모양인데, 저로서는 동의하기 어렵거든요.",
scene14_d_b_a,1,,narrator,멘델스존의 뺨이 빠르게 분홍빛으로 달아올랐다. 약간은 난처한 듯한 표정에 당신은 그를 그만 놀리기로 한다. ,
scene14_d_c,1,mendelssohn,mendelssohn,"저의 짧은 식견으로 프랑스 문학에 대해 이야기를 늘어놓기보다는, 본토 사람에게 책을 추천받는 편이 훨씬 낫겠군요.",
scene14_d_c_choice,1,mendelssohn,mendelssohn,혹 추천해 주실 만한 작가가 있을까요?,
scene14_d_c_a,1,mendelssohn,mendelssohn,괴테 선생님께서는 이번 '파리의 노트르담' 은 그리 곱게 보지 않으셨던 것 같지만…,
scene14_d_c_a,2,mendelssohn,mendelssohn,모쪼록 추천 감사합니다. 저도 시간이 날 때 읽어봐야겠네요.,
scene14_d_c_b,1,mendelssohn,mendelssohn,"루소는 인간이 사회와 접촉하면서 점점 타락한다고 보는 것처럼 보였는데, 적어도 인간이 성장할수록 불행해진다는 데는 동의할 수 있을 것 같군요…",
scene14_d_c_b,2,,me,보기보다 염세적인 구석이 있으시네요.,
scene14_d_c_b,3,mendelssohn,mendelssohn,"살면서 직접 경험한 것을 말로 꺼냈을 뿐인데 염세적인 사람이 되어버렸네요, 하하.",
scene14_d_c_b,4,mendelssohn,mendelssohn,숙녀 분 앞에서는 다소 비관적인 이야기였을지도 모르겠네요. 사과드립니다. ,
scene14_d_c_b,5,,me,그런 걸로 사과하지 않으셔도 돼요. 조심성이 있다는 건 나쁜 것이 아니니까요. ,
scene14_d_c_c,1,,me,얼마 전에 낸 '나귀 가죽' 으로 이름을 크게 알린 작가예요. 특유의 현실적이고 풍자적인 필치로 파리를 그대로 그려내죠.,
scene14_d_c_c,2,mendelssohn,mendelssohn,흥미롭네요. 나중에 도서관에 가서 한 번 찾아보도록 하겠습니다. 베시에르 양께서는 보기보다 염세적인 구석이 있으시군요.,
scene14_d_c_c,3,,me,염세적이라기보다는 현실적이라고 해두죠. 세상에 대해 조금쯤 회의적인 시선을 갖는 게 나쁘다고 생각치도 않아요.,
scene14_d_c_c,4,mendelssohn,mendelssohn,조심성은 훌륭한 미덕이죠. 특히 숙녀분들께는 더욱이 말입니다.,
scene14_d_c_d,1,mendelssohn,mendelssohn,오래 살아남은 도서들에는 오래 살아남은 이유가 있는 법이죠. 하면 호메로스나 베르길리우스 등을 추천하시는 걸까요?,
scene14_d_c_d,2,,me,거기에 더해서 셰익스피어도요.,
scene14_d_c_d,3,mendelssohn,mendelssohn,요새 보기 드문 훌륭한 취향을 갖고 계시는군요. ,
scene14_d_c_d,4,,me,보아하니 멘델스존 씨도 비슷한 취향이신 모양이네요?,
scene14_d_c_d,5,mendelssohn,mendelssohn,고전이라는 기초를 튼튼하게 쌓아두지 않으면 그 위에 쌓아올린 지식은 사상누각이나 다름없을 뿐이니까요.,
scene14_d_d,1,mendelssohn,mendelssohn,그러나 멘델스존은 결국 웃음을 참지 못하고 작은 웃음소리를 내뱉고 만다.,
scene14_d_d,2,mendelssohn,mendelssohn,사실은 저도 괴테 선생님의 작품을 그리 좋아하지는 않습니다.,
scene14_d_d,3,mendelssohn,mendelssohn,그분을 인간으로서 존경하지만 그렇다고 해서 그분의 예술관에까지 동의할 필요는 없는 거겠죠.,
scene14_d_d,4,,me,인간성과 예술 작품은 별개로 보아야 한다는 입장이신 건가요?,
scene14_d_d,5,mendelssohn,mendelssohn,"아뇨, 평소에는 오히려 훌륭한 인품이 곧 훌륭한 작품으로 이어진다고 생각하는 쪽입니다.",
